(2, 22)  +  (23, 28)  =  (12, 44)
(2, 22)  +  (23, 28)  =  (23, 28)
(2, 22)  +  (23, 39)  =  (2, 22)
(2, 22)  +  (23, 39)  =  (23, 39)
(2, 22)  +  (23, 39)  =  (58, 45)
(2, 22)  +  (24, 30)  =  (2, 22)
(2, 22)  +  (24, 30)  =  (14, 2)
(2, 22)  +  (24, 30)  =  (24, 30)
(2, 22)  +  (24, 37)  =  (2, 22)
(2, 22)  +  (24, 37)  =  (24, 37)
(2, 22)  +  (24, 37)  =  (56, 4)
(2, 22)  +  (25, 17)  =  (2, 22)
(2, 22)  +  (25, 17)  =  (25, 17)
(2, 22)  +  (25, 50)  =  (2, 22)
(2, 22)  +  (25, 50)  =  (25, 50)
(2, 22)  +  (25, 50)  =  (62, 63)
(2, 22)  +  (26, 30)  =  (2, 22)
(2, 22)  +  (26, 30)  =  (26, 30)
(2, 22)  +  (26, 30)  =  (54, 17)
(2, 22)  +  (26, 37)  =  (2, 22)
(2, 22)  +  (26, 37)  =  (26, 37)
(2, 22)  +  (26, 37)  =  (53, 12)
(2, 22)  +  (27, 27)  =  (2, 22)
(2, 22)  +  (27, 27)  =  (27, 27)
(2, 22)  +  (27, 27)  =  (30, 41)
(2, 22)  +  (27, 40)  =  (2, 22)
(2, 22)  +  (27, 40)  =  (4, 2)
(2, 22)  +  (27, 40)  =  (27, 40)
(2, 22)  +  (30, 26)  =  (2, 22)
(2, 22)  +  (30, 26)  =  (30, 26)
(2, 22)  +  (30, 26)  =  (61, 40)
(2, 22)  +  (30, 41)  =  (2, 22)
(2, 22)  +  (30, 41)  =  (27, 27)
(2, 22)  +  (30, 41)  =  (30, 41)
(2, 22)  +  (34, 7)  =  (2, 22)
(2, 22)  +  (34, 7)  =  (34, 7)
(2, 22)  +  (34, 60)  =  (2, 22)
(2, 22)  +  (34, 60)  =  (34, 60)
(2, 22)  +  (34, 60)  =  (40, 42)
(2, 22)  +  (38, 26)  =  (2, 22)
(2, 22)  +  (38, 26)  =  (38, 26)
(2, 22)  +  (38, 26)  =  (51, 20)
(2, 22)  +  (38, 41)  =  (2, 22)
(2, 22)  +  (38, 41)  =  (38, 41)
(2, 22)  +  (38, 41)  =  (66, 26)
(2, 22)  +  (40, 25)  =  (2, 22)
(2, 22)  +  (40, 25)  =  (18, 55)
(2, 22)  +  (40, 25)  =  (40, 25)
(2, 22)  +  (40, 42)  =  (2, 22)
(2, 22)  +  (40, 42)  =  (34, 60)
(2, 22)  +  (40, 42)  =  (40, 42)
(2, 22)  +  (42, 23)  =  (2, 22)
(2, 22)  +  (42, 23)  =  (42, 23)
(2, 22)  +  (42, 23)  =  (48, 60)
(2, 22)  +  (42, 44)  =  (2, 22)
(2, 22)  +  (42, 44)  =  (42, 44)
(2, 22)  +  (42, 44)  =  (63, 12)
(2, 22)  +  (46, 27)  =  (2, 22)
(2, 22)  +  (46, 27)  =  (25, 17)
(2, 22)  +  (46, 27)  =  (46, 27)
(2, 22)  +  (46, 40)  =  (2, 22)
(2, 22)  +  (46, 40)  =  (11, 47)
(2, 22)  +  (46, 40)  =  (46, 40)
(2, 22)  +  (47, 28)  =  (2, 22)
(2, 22)  +  (47, 28)  =  (7, 45)
(2, 22)  +  (47, 28)  =  (47, 28)
(2, 22)  +  (47, 39)  =  (2, 22)
(2, 22)  +  (47, 39)  =  (6, 25)
(2, 22)  +  (47, 39)  =  (47, 39)
(2, 22)  +  (48, 7)  =  (2, 22)
(2, 22)  +  (48, 7)  =  (48, 7)
(2, 22)  +  (48, 60)  =  (2, 22)
(2, 22)  +  (48, 60)  =  (42, 23)
(2, 22)  +  (48, 60)  =  (48, 60)
(2, 22)  +  (49, 2)  =  (2, 22)
(2, 22)  +  (49, 2)  =  (49, 2)
(2, 22)  +  (49, 65)  =  (2, 22)
(2, 22)  +  (49, 65)  =  (49, 65)
(2, 22)  +  (49, 65)  =  (63, 55)
(2, 22)  +  (51, 20)  =  (2, 22)
(2, 22)  +  (51, 20)  =  (51, 20)
(2, 22)  +  (51, 47)  =  (2, 22)
(2, 22)  +  (51, 47)  =  (12, 23)
(2, 22)  +  (51, 47)  =  (51, 47)
(2, 22)  +  (52, 7)  =  (2, 22)
(2, 22)  +  (52, 7)  =  (52, 7)
(2, 22)  +  (52, 7)  =  (62, 4)
(2, 22)  +  (52, 60)  =  (2, 22)
(2, 22)  +  (52, 60)  =  (52, 60)
(2, 22)  +  (53, 12)  =  (2, 22)
(2, 22)  +  (53, 12)  =  (53, 12)
(2, 22)  +  (53, 55)  =  (2, 22)
(2, 22)  +  (53, 55)  =  (5, 20)
(2, 22)  +  (53, 55)  =  (53, 55)
(2, 22)  +  (54, 17)  =  (2, 22)
(2, 22)  +  (54, 17)  =  (54, 17)
(2, 22)  +  (54, 50)  =  (2, 22)
(2, 22)  +  (54, 50)  =  (54, 50)
(2, 22)  +  (54, 50)  =  (66, 41)
(2, 22)  +  (55, 17)  =  (2, 22)
(2, 22)  +  (55, 17)  =  (55, 17)
(2, 22)  +  (55, 50)  =  (2, 22)
(2, 22)  +  (55, 50)  =  (14, 65)
(2, 22)  +  (55, 50)  =  (55, 50)
(2, 22)  +  (56, 4)  =  (2, 22)
(2, 22)  +  (56, 4)  =  (56, 4)
(2, 22)  +  (56, 63)  =  (2, 22)
(2, 22)  +  (56, 63)  =  (13, 44)
(2, 22)  +  (56, 63)  =  (56, 63)
(2, 22)  +  (58, 22)  =  (2, 22)
(2, 22)  +  (58, 22)  =  (7, 22)
(2, 22)  +  (58, 22)  =  (58, 22)
(2, 22)  +  (58, 45)  =  (2, 22)
(2, 22)  +  (58, 45)  =  (23, 39)
(2, 22)  +  (58, 45)  =  (58, 45)
(2, 22)  +  (61, 27)  =  (2, 22)
(2, 22)  +  (61, 27)  =  (18, 12)
(2, 22)  +  (61, 27)  =  (61, 27)
(2, 22)  +  (61, 40)  =  (2, 22)
(2, 22)  +  (61, 40)  =  (30, 26)
(2, 22)  +  (61, 40)  =  (61, 40)
(2, 22)  +  (62, 4)  =  (2, 22)
(2, 22)  +  (62, 4)  =  (52, 7)
(2, 22)  +  (62, 4)  =  (62, 4)
(2, 22)  +  (62, 63)  =  (2, 22)
(2, 22)  +  (62, 63)  =  (25, 50)
(2, 22)  +  (62, 63)  =  (62, 63)
(2, 22)  +  (63, 12)  =  (2, 22)
(2, 22)  +  (63, 12)  =  (63, 12)
(2, 22)  +  (63, 55)  =  (2, 22)
(2, 22)  +  (63, 55)  =  (49, 65)
(2, 22)  +  (63, 55)  =  (63, 55)
(2, 22)  +  (64, 28)  =  (2, 22)
(2, 22)  +  (64, 28)  =  (48, 7)
(2, 22)  +  (64, 28)  =  (64, 28)
(2, 22)  +  (64, 39)  =  (2, 22)
(2, 22)  +  (64, 39)  =  (34, 7)
(2, 22)  +  (64, 39)  =  (64, 39)
(2, 22)  +  (66, 26)  =  (2, 22)
(2, 22)  +  (66, 26)  =  (38, 41)
(2, 22)  +  (66, 26)  =  (66, 26)
(2, 22)  +  (66, 41)  =  (2, 22)
(2, 22)  +  (66, 41)  =  (54, 50)
(2, 22)  +  (66, 41)  =  (66, 41)
(2, 45)  +  (2, 22)  =  (2, 22)
(2, 45)  +  (2, 22)  =  (2, 45)
(2, 45)  +  (4, 2)  =  (2, 45)
(2, 45)  +  (4, 2)  =  (4, 2)
(2, 45)  +  (4, 65)  =  (2, 45)
(2, 45)  +  (4, 65)  =  (4, 65)
(2, 45)  +  (4, 65)  =  (27, 27)
(2, 45)  +  (5, 20)  =  (2, 45)
(2, 45)  +  (5, 20)  =  (5, 20)
(2, 45)  +  (5, 47)  =  (2, 45)
(2, 45)  +  (5, 47)  =  (5, 47)
(2, 45)  +  (5, 47)  =  (53, 12)
(2, 45)  +  (6, 25)  =  (2, 45)
(2, 45)  +  (6, 25)  =  (6, 25)
(2, 45)  +  (6, 42)  =  (2, 45)
(2, 45)  +  (6, 42)  =  (6, 42)
(2, 45)  +  (7, 22)  =  (2, 45)
(2, 45)  +  (7, 22)  =  (7, 22)
(2, 45)  +  (7, 45)  =  (2, 45)
(2, 45)  +  (7, 45)  =  (7, 45)
(2, 45)  +  (7, 45)  =  (58, 45)
(2, 45)  +  (11, 20)  =  (2, 45)
(2, 45)  +  (11, 20)  =  (11, 20)
(2, 45)  +  (11, 47)  =  (2, 45)
(2, 45)  +  (11, 47)  =  (11, 47)
(2, 45)  +  (11, 47)  =  (16, 63)
(2, 45)  +  (12, 23)  =  (2, 45)
(2, 45)  +  (12, 23)  =  (12, 23)
(2, 45)  +  (12, 44)  =  (2, 45)
(2, 45)  +  (12, 44)  =  (12, 44)
(2, 45)  +  (12, 44)  =  (51, 20)
(2, 45)  +  (13, 23)  =  (2, 45)
(2, 45)  +  (13, 23)  =  (13, 23)
(2, 45)  +  (13, 44)  =  (2, 45)
(2, 45)  +  (13, 44)  =  (13, 44)
(2, 45)  +  (13, 44)  =  (21, 25)
(2, 45)  +  (14, 2)  =  (2, 45)
(2, 45)  +  (14, 2)  =  (14, 2)
(2, 45)  +  (14, 65)  =  (2, 45)
(2, 45)  +  (14, 65)  =  (14, 65)
(2, 45)  +  (14, 65)  =  (24, 37)
(2, 45)  +  (16, 4)  =  (2, 45)
(2, 45)  +  (16, 4)  =  (16, 4)
(2, 45)  +  (16, 63)  =  (2, 45)
(2, 45)  +  (16, 63)  =  (11, 47)
(2, 45)  +  (16, 63)  =  (16, 63)
(2, 45)  +  (17, 30)  =  (2, 45)
(2, 45)  +  (17, 30)  =  (17, 30)
(2, 45)  +  (17, 37)  =  (2, 45)
(2, 45)  +  (17, 37)  =  (17, 37)
(2, 45)  +  (18, 12)  =  (2, 45)
(2, 45)  +  (18, 12)  =  (18, 12)
(2, 45)  +  (18, 55)  =  (2, 45)
(2, 45)  +  (18, 55)  =  (18, 55)
(2, 45)  +  (18, 55)  =  (61, 40)
(2, 45)  +  (21, 25)  =  (2, 45)
(2, 45)  +  (21, 25)  =  (21, 25)
(2, 45)  +  (21, 42)  =  (2, 45)
(2, 45)  +  (21, 42)  =  (21, 42)
(2, 45)  +  (23, 28)  =  (2, 45)
(2, 45)  +  (23, 28)  =  (23, 28)
(2, 45)  +  (23, 39)  =  (2, 45)
(2, 45)  +  (23, 39)  =  (12, 23)
(2, 45)  +  (23, 39)  =  (23, 39)
(2, 45)  +  (24, 30)  =  (2, 45)
(2, 45)  +  (24, 30)  =  (24, 30)
(2, 45)  +  (24, 37)  =  (2, 45)
(2, 45)  +  (24, 37)  =  (24, 37)
(2, 45)  +  (25, 17)  =  (2, 45)
(2, 45)  +  (25, 17)  =  (25, 17)
(2, 45)  +  (25, 50)  =  (2, 45)
(2, 45)  +  (25, 50)  =  (25, 50)
(2, 45)  +  (25, 50)  =  (46, 40)
(2, 45)  +  (26, 30)  =  (2, 45)
(2, 45)  +  (26, 30)  =  (26, 30)
(2, 45)  +  (26, 37)  =  (2, 45)
(2, 45)  +  (26, 37)  =  (26, 37)
(2, 45)  +  (27, 27)  =  (2, 45)
(2, 45)  +  (27, 27)  =  (27, 27)
(2, 45)  +  (27, 40)  =  (2, 45)
(2, 45)  +  (27, 40)  =  (27, 40)
(2, 45)  +  (27, 40)  =  (30, 26)
(2, 45)  +  (30, 26)  =  (2, 45)
(2, 45)  +  (30, 26)  =  (30, 26)
(2, 45)  +  (30, 41)  =  (2, 45)
(2, 45)  +  (30, 41)  =  (30, 41)
(2, 45)  +  (30, 41)  =  (61, 27)
(2, 45)  +  (34, 7)  =  (2, 45)
(2, 45)  +  (34, 7)  =  (34, 7)
(2, 45)  +  (34, 60)  =  (2, 45)
(2, 45)  +  (34, 60)  =  (34, 60)
(2, 45)  +  (34, 60)  =  (64, 28)
(2, 45)  +  (38, 26)  =  (2, 45)
(2, 45)  +  (38, 26)  =  (38, 26)
(2, 45)  +  (38, 41)  =  (2, 45)
(2, 45)  +  (38, 41)  =  (38, 41)
(2, 45)  +  (40, 25)  =  (2, 45)
(2, 45)  +  (40, 25)  =  (40, 25)
(2, 45)  +  (40, 42)  =  (2, 45)
(2, 45)  +  (40, 42)  =  (18, 12)
(2, 45)  +  (40, 42)  =  (40, 42)
(2, 45)  +  (42, 23)  =  (2, 45)
(2, 45)  +  (42, 23)  =  (42, 23)
(2, 45)  +  (42, 44)  =  (2, 45)
(2, 45)  +  (42, 44)  =  (42, 44)
(2, 45)  +  (42, 44)  =  (48, 7)
(2, 45)  +  (46, 27)  =  (2, 45)
(2, 45)  +  (46, 27)  =  (46, 27)
(2, 45)  +  (46, 40)  =  (2, 45)
(2, 45)  +  (46, 40)  =  (46, 40)
(2, 45)  +  (47, 28)  =  (2, 45)
(2, 45)  +  (47, 28)  =  (47, 28)
(2, 45)  +  (47, 39)  =  (2, 45)
(2, 45)  +  (47, 39)  =  (47, 39)
(2, 45)  +  (48, 7)  =  (2, 45)
(2, 45)  +  (48, 7)  =  (48, 7)
(2, 45)  +  (48, 60)  =  (2, 45)
(2, 45)  +  (48, 60)  =  (48, 60)
(2, 45)  +  (48, 60)  =  (64, 39)
(2, 45)  +  (49, 2)  =  (2, 45)
(2, 45)  +  (49, 2)  =  (49, 2)
(2, 45)  +  (49, 65)  =  (2, 45)
(2, 45)  +  (49, 65)  =  (17, 30)
(2, 45)  +  (49, 65)  =  (49, 65)
(2, 45)  +  (51, 20)  =  (2, 45)
(2, 45)  +  (51, 20)  =  (51, 20)
(2, 45)  +  (51, 47)  =  (2, 45)
(2, 45)  +  (51, 47)  =  (38, 41)
(2, 45)  +  (51, 47)  =  (51, 47)
(2, 45)  +  (52, 7)  =  (2, 45)
(2, 45)  +  (52, 7)  =  (52, 7)
(2, 45)  +  (52, 60)  =  (2, 45)
(2, 45)  +  (52, 60)  =  (52, 60)
(2, 45)  +  (52, 60)  =  (62, 63)
(2, 45)  +  (53, 12)  =  (2, 45)
(2, 45)  +  (53, 12)  =  (53, 12)
(2, 45)  +  (53, 55)  =  (2, 45)
(2, 45)  +  (53, 55)  =  (26, 30)
(2, 45)  +  (53, 55)  =  (53, 55)
(2, 45)  +  (54, 17)  =  (2, 45)
(2, 45)  +  (54, 17)  =  (54, 17)
(2, 45)  +  (54, 50)  =  (2, 45)
(2, 45)  +  (54, 50)  =  (26, 37)
(2, 45)  +  (54, 50)  =  (54, 50)
(2, 45)  +  (55, 17)  =  (2, 45)
(2, 45)  +  (55, 17)  =  (55, 17)
(2, 45)  +  (55, 50)  =  (2, 45)
(2, 45)  +  (55, 50)  =  (5, 20)
(2, 45)  +  (55, 50)  =  (55, 50)
(2, 45)  +  (56, 4)  =  (2, 45)
(2, 45)  +  (56, 4)  =  (56, 4)
(2, 45)  +  (56, 63)  =  (2, 45)
(2, 45)  +  (56, 63)  =  (24, 30)
(2, 45)  +  (56, 63)  =  (56, 63)
(2, 45)  +  (58, 22)  =  (2, 45)
(2, 45)  +  (58, 22)  =  (58, 22)
(2, 45)  +  (58, 45)  =  (2, 45)
(2, 45)  +  (58, 45)  =  (7, 45)
(2, 45)  +  (58, 45)  =  (58, 45)
(2, 45)  +  (61, 27)  =  (2, 45)
(2, 45)  +  (61, 27)  =  (61, 27)
(2, 45)  +  (61, 40)  =  (2, 45)
(2, 45)  +  (61, 40)  =  (61, 40)
(2, 45)  +  (62, 4)  =  (2, 45)
(2, 45)  +  (62, 4)  =  (62, 4)
(2, 45)  +  (62, 63)  =  (2, 45)
(2, 45)  +  (62, 63)  =  (52, 60)
(2, 45)  +  (62, 63)  =  (62, 63)
(2, 45)  +  (63, 12)  =  (2, 45)
(2, 45)  +  (63, 12)  =  (63, 12)
(2, 45)  +  (63, 55)  =  (2, 45)
(2, 45)  +  (63, 55)  =  (42, 23)
(2, 45)  +  (63, 55)  =  (63, 55)
(2, 45)  +  (64, 28)  =  (2, 45)
(2, 45)  +  (64, 28)  =  (64, 28)
(2, 45)  +  (64, 39)  =  (2, 45)
(2, 45)  +  (64, 39)  =  (64, 39)
(2, 45)  +  (66, 26)  =  (2, 45)
(2, 45)  +  (66, 26)  =  (66, 26)
(2, 45)  +  (66, 41)  =  (2, 45)
(2, 45)  +  (66, 41)  =  (38, 26)
(2, 45)  +  (66, 41)  =  (66, 41)
(4, 2)  +  (2, 22)  =  (2, 22)
(4, 2)  +  (2, 22)  =  (4, 2)
(4, 2)  +  (2, 45)  =  (2, 45)
(4, 2)  +  (2, 45)  =  (4, 2)
(4, 2)  +  (4, 65)  =  (4, 2)
(4, 2)  +  (4, 65)  =  (4, 65)
(4, 2)  +  (5, 20)  =  (4, 2)
(4, 2)  +  (5, 20)  =  (5, 20)
(4, 2)  +  (5, 20)  =  (47, 39)
(4, 2)  +  (5, 47)  =  (4, 2)
(4, 2)  +  (5, 47)  =  (5, 47)
(4, 2)  +  (5, 47)  =  (6, 25)
(4, 2)  +  (6, 25)  =  (4, 2)
(4, 2)  +  (6, 25)  =  (5, 47)
(4, 2)  +  (6, 25)  =  (6, 25)
(4, 2)  +  (6, 42)  =  (4, 2)
(4, 2)  +  (6, 42)  =  (6, 42)
(4, 2)  +  (6, 42)  =  (55, 17)
(4, 2)  +  (7, 22)  =  (4, 2)
(4, 2)  +  (7, 22)  =  (7, 22)
(4, 2)  +  (7, 22)  =  (26, 37)
(4, 2)  +  (7, 45)  =  (4, 2)
(4, 2)  +  (7, 45)  =  (7, 45)
(4, 2)  +  (7, 45)  =  (53, 12)
(4, 2)  +  (11, 20)  =  (4, 2)
(4, 2)  +  (11, 20)  =  (11, 20)
(4, 2)  +  (11, 20)  =  (34, 60)
(4, 2)  +  (11, 47)  =  (4, 2)
(4, 2)  +  (11, 47)  =  (11, 47)
(4, 2)  +  (11, 47)  =  (40, 42)
(4, 2)  +  (12, 23)  =  (4, 2)
(4, 2)  +  (12, 23)  =  (12, 23)
(4, 2)  +  (12, 23)  =  (38, 41)
(4, 2)  +  (12, 44)  =  (4, 2)
(4, 2)  +  (12, 44)  =  (12, 44)
(4, 2)  +  (12, 44)  =  (66, 26)
(4, 2)  +  (13, 23)  =  (4, 2)
(4, 2)  +  (13, 23)  =  (13, 23)
(4, 2)  +  (13, 23)  =  (48, 60)
(4, 2)  +  (13, 44)  =  (4, 2)
(4, 2)  +  (13, 44)  =  (13, 44)
(4, 2)  +  (13, 44)  =  (42, 23)
(4, 2)  +  (14, 2)  =  (4, 2)
(4, 2)  +  (14, 2)  =  (14, 2)
(4, 2)  +  (14, 2)  =  (49, 2)
(4, 2)  +  (14, 65)  =  (4, 2)
(4, 2)  +  (14, 65)  =  (14, 65)
(4, 2)  +  (14, 65)  =  (17, 37)
(4, 2)  +  (16, 4)  =  (4, 2)
(4, 2)  +  (16, 4)  =  (16, 4)
(4, 2)  +  (16, 4)  =  (34, 7)
(4, 2)  +  (16, 63)  =  (4, 2)
(4, 2)  +  (16, 63)  =  (16, 63)
(4, 2)  +  (16, 63)  =  (64, 39)
(4, 2)  +  (17, 30)  =  (4, 2)
(4, 2)  +  (17, 30)  =  (17, 30)
(4, 2)  +  (17, 30)  =  (55, 50)
(4, 2)  +  (17, 37)  =  (4, 2)
(4, 2)  +  (17, 37)  =  (14, 65)
(4, 2)  +  (17, 37)  =  (17, 37)
(4, 2)  +  (18, 12)  =  (4, 2)
(4, 2)  +  (18, 12)  =  (18, 12)
(4, 2)  +  (18, 12)  =  (25, 17)
(4, 2)  +  (18, 55)  =  (4, 2)
(4, 2)  +  (18, 55)  =  (18, 55)
(4, 2)  +  (18, 55)  =  (46, 27)
(4, 2)  +  (21, 25)  =  (4, 2)
(4, 2)  +  (21, 25)  =  (21, 25)
(4, 2)  +  (21, 25)  =  (64, 28)
(4, 2)  +  (21, 42)  =  (4, 2)
(4, 2)  +  (21, 42)  =  (21, 42)
(4, 2)  +  (21, 42)  =  (48, 7)
(4, 2)  +  (23, 28)  =  (4, 2)
(4, 2)  +  (23, 28)  =  (23, 28)
(4, 2)  +  (23, 28)  =  (66, 41)
(4, 2)  +  (23, 39)  =  (4, 2)
(4, 2)  +  (23, 39)  =  (23, 39)
(4, 2)  +  (23, 39)  =  (54, 50)
(4, 2)  +  (24, 30)  =  (4, 2)
(4, 2)  +  (24, 30)  =  (24, 30)
(4, 2)  +  (24, 30)  =  (49, 65)
(4, 2)  +  (24, 37)  =  (4, 2)
(4, 2)  +  (24, 37)  =  (24, 37)
(4, 2)  +  (24, 37)  =  (63, 55)
(4, 2)  +  (25, 17)  =  (4, 2)
(4, 2)  +  (25, 17)  =  (18, 12)
(4, 2)  +  (25, 17)  =  (25, 17)
(4, 2)  +  (25, 50)  =  (4, 2)
(4, 2)  +  (25, 50)  =  (25, 50)
(4, 2)  +  (25, 50)  =  (61, 27)
(4, 2)  +  (26, 30)  =  (4, 2)
(4, 2)  +  (26, 30)  =  (26, 30)
(4, 2)  +  (26, 30)  =  (58, 22)
(4, 2)  +  (26, 37)  =  (4, 2)
(4, 2)  +  (26, 37)  =  (7, 22)
(4, 2)  +  (26, 37)  =  (26, 37)
(4, 2)  +  (27, 27)  =  (4, 2)
(4, 2)  +  (27, 27)  =  (27, 27)
(4, 2)  +  (27, 27)  =  (52, 60)
(4, 2)  +  (27, 40)  =  (2, 22)
(4, 2)  +  (27, 40)  =  (4, 2)
(4, 2)  +  (27, 40)  =  (27, 40)
(4, 2)  +  (30, 26)  =  (4, 2)
(4, 2)  +  (30, 26)  =  (30, 26)
(4, 2)  +  (30, 26)  =  (62, 4)
(4, 2)  +  (30, 41)  =  (4, 2)
(4, 2)  +  (30, 41)  =  (30, 41)
(4, 2)  +  (30, 41)  =  (52, 7)
(4, 2)  +  (34, 7)  =  (4, 2)
(4, 2)  +  (34, 7)  =  (16, 4)
(4, 2)  +  (34, 7)  =  (34, 7)
(4, 2)  +  (34, 60)  =  (4, 2)
(4, 2)  +  (34, 60)  =  (11, 20)
(4, 2)  +  (34, 60)  =  (34, 60)
(4, 2)  +  (38, 26)  =  (4, 2)
(4, 2)  +  (38, 26)  =  (38, 26)
(4, 2)  +  (38, 26)  =  (51, 47)
(4, 2)  +  (38, 41)  =  (4, 2)
(4, 2)  +  (38, 41)  =  (12, 23)
(4, 2)  +  (38, 41)  =  (38, 41)
(4, 2)  +  (40, 25)  =  (4, 2)
(4, 2)  +  (40, 25)  =  (40, 25)
(4, 2)  +  (40, 25)  =  (46, 40)
(4, 2)  +  (40, 42)  =  (4, 2)
(4, 2)  +  (40, 42)  =  (11, 47)
(4, 2)  +  (40, 42)  =  (40, 42)
(4, 2)  +  (42, 23)  =  (4, 2)
(4, 2)  +  (42, 23)  =  (13, 44)
(4, 2)  +  (42, 23)  =  (42, 23)
(4, 2)  +  (42, 44)  =  (4, 2)
(4, 2)  +  (42, 44)  =  (42, 44)
(4, 2)  +  (42, 44)  =  (56, 63)
(4, 2)  +  (46, 27)  =  (4, 2)
(4, 2)  +  (46, 27)  =  (18, 55)
(4, 2)  +  (46, 27)  =  (46, 27)
(4, 2)  +  (46, 40)  =  (4, 2)
(4, 2)  +  (46, 40)  =  (40, 25)
(4, 2)  +  (46, 40)  =  (46, 40)
(4, 2)  +  (47, 28)  =  (4, 2)
(4, 2)  +  (47, 28)  =  (47, 28)
(4, 2)  +  (47, 28)  =  (53, 55)
(4, 2)  +  (47, 39)  =  (4, 2)
(4, 2)  +  (47, 39)  =  (5, 20)
(4, 2)  +  (47, 39)  =  (47, 39)
(4, 2)  +  (48, 7)  =  (4, 2)
(4, 2)  +  (48, 7)  =  (21, 42)
(4, 2)  +  (48, 7)  =  (48, 7)
(4, 2)  +  (48, 60)  =  (4, 2)
(4, 2)  +  (48, 60)  =  (13, 23)
(4, 2)  +  (48, 60)  =  (48, 60)
(4, 2)  +  (49, 2)  =  (4, 2)
(4, 2)  +  (49, 2)  =  (14, 2)
(4, 2)  +  (49, 2)  =  (49, 2)
(4, 2)  +  (49, 65)  =  (4, 2)
(4, 2)  +  (49, 65)  =  (24, 30)
(4, 2)  +  (49, 65)  =  (49, 65)
(4, 2)  +  (51, 20)  =  (4, 2)
(4, 2)  +  (51, 20)  =  (51, 20)
(4, 2)  +  (51, 47)  =  (4, 2)
(4, 2)  +  (51, 47)  =  (38, 26)
(4, 2)  +  (51, 47)  =  (51, 47)
(4, 2)  +  (52, 7)  =  (4, 2)
(4, 2)  +  (52, 7)  =  (30, 41)
(4, 2)  +  (52, 7)  =  (52, 7)
(4, 2)  +  (52, 60)  =  (4, 2)
